"","survived","pclass","sex","age","sibsp","parch","fare","embarked","class","who","adult_male","deck","embark_town","alive","alone"
"662",1,1,"female",35,1,0,90,"S","First","woman","False","C","Southampton","yes","False"
"663",1,1,"female",19,1,0,91.0792,"C","First","woman","False","B","Cherbourg","yes","False"
"664",1,1,"male",25,1,0,91.0792,"C","First","man","True","B","Cherbourg","yes","False"
"665",1,1,"female",30,0,0,93.5,"S","First","woman","False","B","Southampton","yes","True"
"666",1,1,"female",52,1,1,93.5,"S","First","woman","False","B","Southampton","yes","False"
"667",1,1,"female",30,0,0,106.425,"C","First","woman","False","","Cherbourg","yes","True"
"668",0,1,"male",50,1,0,106.425,"C","First","man","True","C","Cherbourg","no","False"
"669",1,1,"female",17,1,0,108.9,"C","First","woman","False","C","Cherbourg","yes","False"
"670",0,1,"male",18,1,0,108.9,"C","First","man","True","C","Cherbourg","no","False"
"671",1,1,"male",17,0,2,110.8833,"C","First","man","True","C","Cherbourg","yes","False"
"672",1,1,"female",39,1,1,110.8833,"C","First","woman","False","C","Cherbourg","yes","False"
"673",0,1,"male",49,1,1,110.8833,"C","First","man","True","C","Cherbourg","no","False"
"674",1,1,"female",31,1,0,113.275,"C","First","woman","False","D","Cherbourg","yes","False"
"675",1,1,"female",23,1,0,113.275,"C","First","woman","False","D","Cherbourg","yes","False"
"676",0,1,"male",58,0,2,113.275,"C","First","man","True","D","Cherbourg","no","False"
"677",1,1,"male",36,1,2,120,"S","First","man","True","B","Southampton","yes","False"
"678",1,1,"female",14,1,2,120,"S","First","child","False","B","Southampton","yes","False"
"679",1,1,"female",36,1,2,120,"S","First","woman","False","B","Southampton","yes","False"
"680",1,1,"male",11,1,2,120,"S","First","child","False","B","Southampton","yes","False"
"681",1,1,"male",50,2,0,133.65,"S","First","man","True","","Southampton","yes","False"
"682",1,1,"female",40,1,1,134.5,"C","First","woman","False","E","Cherbourg","yes","False"
"683",1,1,"female",41,0,0,134.5,"C","First","woman","False","E","Cherbourg","yes","True"
"684",1,1,"female",35,0,0,135.6333,"S","First","woman","False","C","Southampton","yes","True"
"685",1,1,"female",36,0,0,135.6333,"C","First","woman","False","C","Cherbourg","yes","True"
"686",0,1,"male",22,0,0,135.6333,"C","First","man","True","","Cherbourg","no","True"
"687",1,1,"female",58,0,0,146.5208,"C","First","woman","False","B","Cherbourg","yes","True"
"688",0,1,"female",2,1,2,151.55,"S","First","child","False","C","Southampton","no","False"
"689",1,1,"male",0.92,1,2,151.55,"S","First","child","False","C","Southampton","yes","False"
"690",0,1,"female",25,1,2,151.55,"S","First","woman","False","C","Southampton","no","False"
"691",1,1,"female",22,0,0,151.55,"S","First","woman","False","","Southampton","yes","True"
"692",1,1,"female",58,0,1,153.4625,"S","First","woman","False","C","Southampton","yes","False"
"693",0,1,"male",38,0,1,153.4625,"S","First","man","True","C","Southampton","no","False"
"694",1,1,"female",40,0,0,153.4625,"S","First","woman","False","C","Southampton","yes","True"
"695",1,1,"female",31,0,2,164.8667,"S","First","woman","False","C","Southampton","yes","False"
"696",1,1,"female",45,1,1,164.8667,"S","First","woman","False","","Southampton","yes","False"
"697",1,1,"female",15,0,1,211.3375,"S","First","child","False","B","Southampton","yes","False"
"698",1,1,"female",29,0,0,211.3375,"S","First","woman","False","B","Southampton","yes","True"
"699",1,1,"female",43,0,1,211.3375,"S","First","woman","False","B","Southampton","yes","False"
"700",0,1,"male",27,0,2,211.5,"C","First","man","True","C","Cherbourg","no","False"
"701",1,1,"female",42,0,0,227.525,"C","First","woman","False","","Cherbourg","yes","True"
"702",1,1,"female",18,1,0,227.525,"C","First","woman","False","C","Cherbourg","yes","False"
"703",1,1,"female",38,0,0,227.525,"C","First","woman","False","C","Cherbourg","yes","True"
"704",0,1,"male",24,0,1,247.5208,"C","First","man","True","B","Cherbourg","no","False"
"705",1,1,"female",50,0,1,247.5208,"C","First","woman","False","B","Cherbourg","yes","False"
"706",1,1,"female",18,2,2,262.375,"C","First","woman","False","B","Cherbourg","yes","False"
"707",1,1,"female",21,2,2,262.375,"C","First","woman","False","B","Cherbourg","yes","False"
"708",0,1,"male",19,3,2,263,"S","First","man","True","C","Southampton","no","False"
"709",1,1,"female",23,3,2,263,"S","First","woman","False","C","Southampton","yes","False"
"710",1,1,"female",24,3,2,263,"S","First","woman","False","C","Southampton","yes","False"
"711",0,1,"male",64,1,4,263,"S","First","man","True","C","Southampton","no","False"
"712",1,1,"female",35,0,0,512.3292,"C","First","woman","False","","Cherbourg","yes","True"
"713",1,1,"male",36,0,1,512.3292,"C","First","man","True","B","Cherbourg","yes","False"
"714",1,1,"male",35,0,0,512.3292,"C","First","man","True","B","Cherbourg","yes","True"
